anyo;cut_region;region;cut_provincia;provincia;cut_comuna_anyocenso;cut_comuna;comuna;cut_distrito;distrito;censo_viviendas_totales;censo_viviendas_ocupadas;censo_viviendas_desocupadas;censo_viviendas_urbanas;censo_viviendas_rurales;censo_viviendas_tipo_casa;censo_viviendas_tipo_departamento;censo_viviendas_tipo_otros;censo_viviendas_agua_por_red_publica;censo_viviendas_agua_por_pozo_o_noria;censo_viviendas_agua_por_camion;censo_viviendas_agua_por_rio;censo_viviendas_agua_por_otro;censo_viviendas_agua_no_se_puede_determinar;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado;censo_viviendas_tratamiento_aguas_por_pozo_fosa_septica;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado_o_fosa_septica;censo_viviendas_tratamiento_aguas_por_pozo_negro;censo_viviendas_tratamiento_aguas_por_otro;censo_viviendas_tratamiento_aguas_no_tiene;censo_viviendas_tratamiento_aguas_no_se_puede_determinar;censo_viviendas_electricidad_por_red_publica;censo_viviendas_electricidad_por_generador;censo_viviendas_electricidad_por_ernc;censo_viviendas_electricidad_por_otro;censo_viviendas_electricidad_no_tiene;censo_viviendas_electricidad_no_se_puede_determinar;censo_total_poblacion;num_distrito
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113012;;90;70;20;0;90;81;0;9;3;1;0.0;66;;20.0;0.0;17.0;17.0;52.0;1.0;;20.0;6.0;10.0;31.0;3.0;20.0;20.0;111;2
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113013;;63;53;10;0;63;40;0;23;0;2;0.0;51;;10.0;0.0;10.0;10.0;43.0;0.0;;10.0;0.0;0.0;24.0;4.0;25.0;10.0;74;3
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113014;;5;5;0;0;5;5;0;0;0;0;0.0;5;;0.0;0.0;0.0;0.0;5.0;0.0;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;11;4
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113015;;21;14;7;0;21;20;0;1;0;0;0.0;14;;7.0;0.0;3.0;3.0;11.0;0.0;;7.0;0.0;0.0;6.0;0.0;8.0;7.0;22;5
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113016;;8;7;1;0;8;7;0;1;0;0;0.0;7;;1.0;0.0;1.0;1.0;6.0;0.0;;1.0;0.0;1.0;0.0;0.0;6.0;1.0;9;6
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113017;;10;10;0;0;10;8;0;2;0;0;0.0;10;;0.0;0.0;0.0;0.0;10.0;0.0;;0.0;0.0;0.0;5.0;1.0;4.0;0.0;18;7
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11301;11301;Cochrane;113109;;12;12;0;0;12;9;0;3;0;0;0.0;12;;0.0;0.0;2.0;2.0;9.0;1.0;;0.0;0.0;0.0;7.0;0.0;5.0;0.0;15;99
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11302;11302;O'Higgins;113021;;1;1;0;0;1;1;0;0;0;0;0.0;1;;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;1
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11302;11302;O'Higgins;113022;;30;22;8;0;30;29;0;1;0;0;0.0;21;;9.0;0.0;1.0;1.0;18.0;2.0;;9.0;0.0;3.0;11.0;4.0;3.0;9.0;28;2
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11302;11302;O'Higgins;113023;;12;7;5;0;12;12;0;0;0;0;0.0;7;;5.0;0.0;2.0;2.0;5.0;0.0;;5.0;0.0;3.0;1.0;0.0;3.0;5.0;10;3
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11302;11302;O'Higgins;113024;;280;224;56;0;280;272;0;8;182;1;0.0;37;;60.0;3.0;180.0;183.0;36.0;1.0;;60.0;184.0;7.0;10.0;4.0;15.0;60.0;514;4
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11302;11302;O'Higgins;113119;;1;1;0;0;1;1;0;0;0;0;0.0;1;;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;99
2012;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;11303;11303;Tortel;113031;;282;198;84;0;282;273;0;9;155;5;0.0;37;;85.0;23.0;19.0;42.0;36.0;119.0;;85.0;152.0;19.0;13.0;8.0;5.0;85.0;531;1
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114011;;1595;1432;163;1291;304;1575;3;17;1363;11;8.0;44;;169.0;1141.0;188.0;1329.0;92.0;5.0;;169.0;1394.0;4.0;1.0;3.0;24.0;169.0;3742;1
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114012;;445;344;101;0;445;445;0;0;229;2;1.0;112;;101.0;185.0;84.0;269.0;72.0;3.0;;101.0;286.0;4.0;0.0;0.0;54.0;101.0;694;2
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114013;;125;72;53;0;125;117;0;8;36;0;0.0;36;;53.0;5.0;40.0;45.0;26.0;1.0;;53.0;53.0;2.0;2.0;0.0;15.0;53.0;125;3
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114014;;47;24;23;0;47;47;0;0;0;1;0.0;23;;23.0;0.0;15.0;15.0;9.0;0.0;;23.0;15.0;3.0;1.0;1.0;4.0;23.0;32;4
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114015;;32;22;10;0;32;30;0;2;0;0;0.0;22;;10.0;0.0;3.0;3.0;15.0;4.0;;10.0;19.0;0.0;0.0;0.0;3.0;10.0;23;5
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11401;11401;Chile Chico;114109;;9;4;5;0;9;8;0;1;0;0;0.0;4;;5.0;0.0;1.0;1.0;3.0;0.0;;5.0;3.0;0.0;0.0;0.0;1.0;5.0;11;99
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114021;;727;504;223;0;727;710;0;17;439;9;0.0;54;;225.0;377.0;71.0;448.0;52.0;2.0;;225.0;486.0;0.0;0.0;5.0;11.0;225.0;1284;1
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114022;;38;22;16;0;38;38;0;0;7;3;0.0;12;;16.0;0.0;8.0;8.0;13.0;1.0;;16.0;12.0;1.0;1.0;4.0;4.0;16.0;44;2
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114023;;87;55;32;0;87;85;0;2;0;5;1.0;49;;32.0;0.0;16.0;16.0;39.0;0.0;;32.0;5.0;9.0;2.0;17.0;22.0;32.0;87;3
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114024;;42;24;18;0;42;40;0;2;0;0;0.0;24;;18.0;0.0;3.0;3.0;21.0;0.0;;18.0;0.0;2.0;2.0;4.0;16.0;18.0;34;4
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114025;;148;43;105;0;148;148;0;0;22;0;0.0;21;;105.0;20.0;7.0;27.0;14.0;2.0;;105.0;26.0;5.0;0.0;3.0;9.0;105.0;95;5
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114026;;232;157;75;0;232;220;0;12;127;0;0.0;30;;75.0;3.0;135.0;138.0;19.0;0.0;;75.0;136.0;1.0;1.0;3.0;16.0;75.0;376;6
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114027;;233;137;96;0;233;227;0;6;101;2;0.0;34;;96.0;8.0;90.0;98.0;38.0;1.0;;96.0;123.0;2.0;0.0;2.0;10.0;96.0;286;7
2012;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;11402;11402;Río Ibáñez;114119;;12;1;11;0;12;8;0;4;0;0;0.0;1;;11.0;0.0;0.0;0.0;1.0;0.0;;11.0;0.0;0.0;0.0;1.0;0.0;11.0;2;99
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121011;;3691;3522;169;3691;0;3575;102;14;3514;0;0.0;1;;176.0;3455.0;56.0;3511.0;4.0;0.0;;176.0;3513.0;0.0;0.0;1.0;1.0;176.0;11244;1
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121012;;2305;2059;246;2305;0;2257;35;13;2057;0;0.0;0;;248.0;2047.0;1.0;2048.0;0.0;9.0;;248.0;2054.0;0.0;1.0;1.0;1.0;248.0;5999;2
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121013;;5569;5343;226;5569;0;5185;363;21;5342;0;0.0;0;;227.0;5339.0;3.0;5342.0;0.0;0.0;;227.0;5338.0;1.0;1.0;0.0;2.0;227.0;16138;3
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121014;;8211;7806;405;8211;0;8078;111;22;7792;6;1.0;5;;407.0;7750.0;15.0;7765.0;12.0;27.0;;407.0;7788.0;1.0;0.0;7.0;8.0;407.0;24225;4
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121015;;1196;1031;165;1196;0;1053;139;4;1027;0;0.0;0;;169.0;1025.0;0.0;1025.0;2.0;0.0;;169.0;1027.0;0.0;0.0;0.0;0.0;169.0;3082;5
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121016;;2591;2473;118;2591;0;2574;0;17;2469;0;0.0;2;;120.0;2457.0;4.0;2461.0;2.0;8.0;;120.0;2469.0;0.0;0.0;1.0;1.0;120.0;7900;6
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121017;;7329;6703;626;7329;0;6524;753;52;6691;5;0.0;5;;628.0;6593.0;45.0;6638.0;8.0;55.0;;628.0;6695.0;0.0;0.0;1.0;5.0;628.0;21301;7
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121018;;7798;7217;581;7798;0;7730;9;59;7209;1;0.0;5;;583.0;7167.0;22.0;7189.0;6.0;20.0;;583.0;7203.0;0.0;0.0;3.0;9.0;583.0;22990;8
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121019;;1736;970;766;190;1546;1722;0;14;553;216;91.0;106;;770.0;486.0;346.0;832.0;111.0;23.0;;770.0;918.0;31.0;5.0;4.0;8.0;770.0;3133;9
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121020;;5083;4264;819;4319;764;4780;274;29;3712;238;11.0;301;;821.0;3540.0;413.0;3953.0;234.0;75.0;;821.0;4220.0;21.0;2.0;6.0;13.0;821.0;14263;10
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121021;;12;0;12;0;12;12;0;0;0;0;0.0;0;;12.0;0.0;0.0;0.0;0.0;0.0;;12.0;0.0;0.0;0.0;0.0;0.0;12.0;0;11
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121022;;441;80;361;0;441;423;0;18;1;23;5.0;51;;361.0;9.0;42.0;51.0;26.0;3.0;;361.0;0.0;47.0;5.0;17.0;11.0;361.0;135;12
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121023;;4;0;4;0;4;4;0;0;0;0;0.0;0;;4.0;0.0;0.0;0.0;0.0;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0;13
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121024;;79;72;7;0;79;78;0;1;61;0;0.0;10;;8.0;70.0;1.0;71.0;0.0;0.0;;8.0;67.0;4.0;0.0;0.0;0.0;8.0;274;14
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12101;12101;Punta Arenas;121109;;38;10;28;6;32;35;0;3;5;3;0.0;2;;28.0;3.0;2.0;5.0;0.0;5.0;;28.0;2.0;2.0;1.0;1.0;4.0;28.0;20;99
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12102;12102;Laguna Blanca;121021;;333;140;193;0;333;333;0;0;43;54;1.0;42;;193.0;45.0;70.0;115.0;22.0;3.0;;193.0;8.0;88.0;9.0;27.0;8.0;193.0;272;1
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12102;12102;Laguna Blanca;121022;;4;0;4;0;4;4;0;0;0;0;0.0;0;;4.0;0.0;0.0;0.0;0.0;0.0;;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0;2
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12103;12103;Río Verde;121031;;87;50;37;0;87;84;0;3;0;29;0.0;21;;37.0;21.0;19.0;40.0;5.0;5.0;;37.0;2.0;32.0;9.0;7.0;0.0;37.0;110;1
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12103;12103;Río Verde;121032;;96;46;50;0;96;96;0;0;0;19;0.0;27;;50.0;16.0;22.0;38.0;7.0;1.0;;50.0;0.0;37.0;1.0;8.0;0.0;50.0;91;2
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12104;12104;San Gregorio;121041;;399;212;187;0;399;382;0;17;90;57;39.0;24;;189.0;108.0;61.0;169.0;38.0;3.0;;189.0;85.0;75.0;4.0;31.0;15.0;189.0;479;1
2012;12;De Magallanes y de La Antártica Chilena;121;Magallanes;12104;12104;San Gregorio;121042;;234;139;95;0;234;227;0;7;0;59;21.0;52;;102.0;39.0;49.0;88.0;44.0;0.0;;102.0;0.0;62.0;11.0;40.0;19.0;102.0;252;2
2012;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;12201;12201;Cabo de Hornos;122011;;620;526;94;0;620;603;1;16;501;4;2.0;8;;105.0;500.0;7.0;507.0;4.0;4.0;;105.0;497.0;18.0;0.0;0.0;0.0;105.0;1675;1
2012;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;12201;12201;Cabo de Hornos;122109;;3;1;2;0;3;3;0;0;0;0;0.0;1;;2.0;0.0;1.0;1.0;0.0;0.0;;2.0;0.0;0.0;1.0;0.0;0.0;2.0;2;99
2012;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;12202;12202;Antártica;122021;;19;17;2;0;19;16;0;3;0;0;0.0;14;;5.0;14.0;0.0;14.0;0.0;0.0;;5.0;0.0;14.0;0.0;0.0;0.0;5.0;127;1
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12301;12301;Porvenir;123011;;2175;1822;353;1817;358;2074;1;100;1695;15;22.0;46;;397.0;1650.0;78.0;1728.0;44.0;6.0;;397.0;1682.0;26.0;10.0;29.0;31.0;397.0;5631;1
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12301;12301;Porvenir;123012;;66;32;34;0;66;64;0;2;0;17;0.0;15;;34.0;1.0;25.0;26.0;5.0;1.0;;34.0;0.0;10.0;1.0;20.0;1.0;34.0;46;2
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12301;12301;Porvenir;123013;;263;110;153;0;263;255;0;8;0;71;2.0;31;;159.0;15.0;57.0;72.0;30.0;2.0;;159.0;0.0;29.0;9.0;57.0;9.0;159.0;230;3
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12302;12302;Primavera;123021;;436;316;120;0;436;410;0;26;147;93;13.0;50;;133.0;169.0;104.0;273.0;23.0;7.0;;133.0;150.0;33.0;9.0;107.0;4.0;133.0;729;1
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12302;12302;Primavera;123022;;101;50;51;0;101;98;0;3;8;23;6.0;10;;54.0;2.0;38.0;40.0;7.0;0.0;;54.0;0.0;18.0;0.0;26.0;3.0;54.0;74;2
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12303;12303;Timaukel;123031;;216;130;86;0;216;195;0;21;2;52;0.0;66;;96.0;29.0;64.0;93.0;27.0;0.0;;96.0;3.0;68.0;18.0;22.0;9.0;96.0;279;1
2012;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;12303;12303;Timaukel;123032;;8;6;2;0;8;5;0;3;0;0;0.0;3;;5.0;0.0;3.0;3.0;0.0;0.0;;5.0;0.0;0.0;3.0;0.0;0.0;5.0;26;2
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124011;;6780;5600;1180;6473;307;6727;11;42;5484;40;4.0;56;;1196.0;5392.0;92.0;5484.0;76.0;24.0;;1196.0;5528.0;15.0;2.0;6.0;33.0;1196.0;16446;1
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124012;;111;47;64;0;111;107;0;4;5;17;0.0;22;;67.0;7.0;23.0;30.0;14.0;0.0;;67.0;10.0;27.0;4.0;1.0;2.0;67.0;102;2
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124013;;23;8;15;0;23;22;0;1;0;0;0.0;8;;15.0;0.0;7.0;7.0;1.0;0.0;;15.0;0.0;8.0;0.0;0.0;0.0;15.0;11;3
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124014;;81;41;40;0;81;75;0;6;39;0;0.0;0;;42.0;1.0;1.0;2.0;0.0;37.0;;42.0;38.0;0.0;0.0;0.0;1.0;42.0;108;4
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124015;;944;645;299;404;540;928;0;16;565;7;3.0;67;;302.0;349.0;226.0;575.0;64.0;3.0;;302.0;612.0;16.0;1.0;7.0;6.0;302.0;1797;5
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12401;12401;Natales;124109;;2;2;0;1;1;1;0;1;1;0;0.0;0;;1.0;0.0;1.0;1.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;0.0;1.0;41;99
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12402;12402;Torres del Paine;124021;;200;121;79;0;200;199;0;1;51;33;0.0;37;;79.0;47.0;63.0;110.0;11.0;0.0;;79.0;42.0;63.0;0.0;16.0;0.0;79.0;206;1
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12402;12402;Torres del Paine;124022;;75;9;66;0;75;75;0;0;0;2;0.0;7;;66.0;0.0;6.0;6.0;3.0;0.0;;66.0;0.0;7.0;1.0;1.0;0.0;66.0;26;2
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12402;12402;Torres del Paine;124025;;1;0;1;0;1;1;0;0;0;0;0.0;0;;1.0;0.0;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0;5
2012;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;12402;12402;Torres del Paine;124119;;6;4;2;0;6;6;0;0;2;0;0.0;2;;2.0;0.0;4.0;4.0;0.0;0.0;;2.0;0.0;2.0;0.0;2.0;0.0;2.0;4;99
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131011;;7059;5977;1082;7059;0;11;7046;2;5975;0;0.0;0;;1084.0;5975.0;0.0;5975.0;0.0;0.0;;1084.0;5975.0;0.0;0.0;0.0;0.0;1084.0;9532;1
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131012;;10015;8516;1499;10015;0;57;9874;84;8499;0;14.0;0;;1502.0;8498.0;0.0;8498.0;0.0;15.0;;1502.0;8512.0;0.0;1.0;0.0;0.0;1502.0;15656;2
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131013;;9159;7347;1812;9159;0;88;8899;172;7342;0;0.0;0;;1817.0;7342.0;0.0;7342.0;0.0;0.0;;1817.0;7331.0;0.0;11.0;0.0;0.0;1817.0;13805;3
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131014;;6691;6198;493;6691;0;539;5159;993;6192;0;0.0;0;;499.0;6192.0;0.0;6192.0;0.0;0.0;;499.0;6192.0;0.0;0.0;0.0;0.0;499.0;13296;4
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131015;;4128;3835;293;4128;0;1263;2139;726;3829;0;0.0;0;;299.0;3817.0;1.0;3818.0;0.0;11.0;;299.0;3827.0;0.0;0.0;0.0;2.0;299.0;9203;5
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131016;;4011;3696;315;4011;0;1060;1945;1006;3690;0;0.0;0;;321.0;3652.0;0.0;3652.0;0.0;38.0;;321.0;3689.0;1.0;0.0;0.0;0.0;321.0;8960;6
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131017;;4171;3674;497;4171;0;1246;2393;532;3673;0;0.0;0;;498.0;3673.0;0.0;3673.0;0.0;0.0;;498.0;3671.0;0.0;0.0;0.0;2.0;498.0;9642;7
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131018;;5278;4892;386;5278;0;1243;3548;487;4891;0;0.0;0;;387.0;4891.0;0.0;4891.0;0.0;0.0;;387.0;4891.0;0.0;0.0;0.0;0.0;387.0;13226;8
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131019;;5384;4968;416;5384;0;1450;3384;550;4966;0;0.0;0;;418.0;4955.0;0.0;4955.0;0.0;11.0;;418.0;4964.0;1.0;0.0;0.0;1.0;418.0;12319;9
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131020;;10590;10158;432;10590;0;230;10269;91;10156;0;0.0;0;;434.0;10149.0;0.0;10149.0;0.0;7.0;;434.0;10153.0;0.0;3.0;0.0;0.0;434.0;18525;10
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131021;;18778;17363;1415;18778;0;668;17825;285;17351;0;0.0;1;;1426.0;17338.0;0.0;17338.0;0.0;14.0;;1426.0;17343.0;0.0;5.0;1.0;3.0;1426.0;33059;11
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131022;;9891;8897;994;9891;0;513;8982;396;8894;0;3.0;0;;994.0;8882.0;0.0;8882.0;0.0;15.0;;994.0;8895.0;0.0;1.0;1.0;0.0;994.0;16977;12
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131023;;9593;7893;1700;9593;0;160;9250;183;7889;0;0.0;0;;1704.0;7889.0;0.0;7889.0;0.0;0.0;;1704.0;7882.0;0.0;6.0;0.0;1.0;1704.0;14889;13
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131024;;4119;3829;290;4119;0;654;3118;347;3827;0;0.0;0;;292.0;3744.0;1.0;3745.0;0.0;82.0;;292.0;3826.0;0.0;0.0;0.0;1.0;292.0;8832;14
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131025;;5540;4967;573;5540;0;1339;3482;719;4965;0;0.0;0;;575.0;4834.0;0.0;4834.0;0.0;131.0;;575.0;4964.0;0.0;0.0;0.0;1.0;575.0;12064;15
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131026;;2947;2605;342;2947;0;1213;1608;126;2605;0;0.0;0;;342.0;2603.0;0.0;2603.0;0.0;2.0;;342.0;2604.0;0.0;0.0;1.0;0.0;342.0;7078;16
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131027;;3595;3323;272;3595;0;2171;887;537;3315;0;0.0;0;;280.0;3310.0;4.0;3314.0;0.0;1.0;;280.0;3315.0;0.0;0.0;0.0;0.0;280.0;9607;17
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131028;;2048;1842;206;2048;0;1225;513;310;1836;0;0.0;0;;212.0;1833.0;0.0;1833.0;0.0;3.0;;212.0;1835.0;0.0;0.0;0.0;1.0;212.0;5380;18
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131029;;3358;3029;329;3358;0;1293;1879;186;3026;0;0.0;0;;332.0;3025.0;1.0;3026.0;0.0;0.0;;332.0;3026.0;0.0;0.0;0.0;0.0;332.0;8936;19
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131030;;1985;1884;101;1985;0;1698;61;226;1881;0;0.0;0;;104.0;1881.0;0.0;1881.0;0.0;0.0;;104.0;1881.0;0.0;0.0;0.0;0.0;104.0;6432;20
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131031;;2480;2301;179;2480;0;1190;1114;176;2300;0;0.0;0;;180.0;2293.0;0.0;2293.0;0.0;7.0;;180.0;2299.0;0.0;0.0;0.0;1.0;180.0;7004;21
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131032;;776;736;40;776;0;146;600;30;727;0;0.0;0;;49.0;725.0;0.0;725.0;0.0;2.0;;49.0;727.0;0.0;0.0;0.0;0.0;49.0;11786;22
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131033;;1395;1305;90;1395;0;504;863;28;1300;5;0.0;0;;90.0;1301.0;0.0;1301.0;0.0;4.0;;90.0;1304.0;0.0;0.0;1.0;0.0;90.0;3631;23
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131034;;2711;2502;209;2711;0;1808;778;125;2501;0;0.0;0;;210.0;2477.0;1.0;2478.0;0.0;23.0;;210.0;2500.0;1.0;0.0;0.0;0.0;210.0;7567;24
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131035;;1430;1301;129;1430;0;1186;43;201;1294;0;2.0;0;;134.0;1283.0;0.0;1283.0;0.0;13.0;;134.0;1295.0;0.0;0.0;1.0;0.0;134.0;4135;25
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131036;;1154;1009;145;1154;0;449;649;56;1009;0;0.0;0;;145.0;1008.0;0.0;1008.0;0.0;1.0;;145.0;1009.0;0.0;0.0;0.0;0.0;145.0;2597;26
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131037;;5895;5360;535;5895;0;1177;4351;367;5351;0;0.0;1;;543.0;5348.0;0.0;5348.0;0.0;4.0;;543.0;5350.0;0.0;0.0;0.0;2.0;543.0;12805;27
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131038;;7224;6571;653;7224;0;562;6475;187;6564;0;0.0;0;;660.0;6564.0;0.0;6564.0;0.0;0.0;;660.0;6563.0;0.0;1.0;0.0;0.0;660.0;13291;28
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131039;;229;213;16;229;0;136;80;13;212;0;0.0;0;;17.0;212.0;0.0;212.0;0.0;0.0;;17.0;212.0;0.0;0.0;0.0;0.0;17.0;802;29
2012;13;Metropolitana de Santiago;131;Santiago  ;13101;13101;Santiago;131109;;28;26;2;28;0;20;2;6;25;0;0.0;0;;3.0;24.0;1.0;25.0;0.0;0.0;;3.0;25.0;0.0;0.0;0.0;0.0;3.0;379;99
